word,zipf,length,start,direction,path
NRI,2.51,3,F2-L4,W+OUT,F2-L4 -> E2-L3 -> D2-L2
PNR,2.51,3,E2-L6,W+OUT,E2-L6 -> D2-L5 -> C2-L4
PTR,2.51,3,F6-L6,W,F6-L6 -> E6-L6 -> D6-L6
RIF,2.51,3,D3-L2,E+IN,D3-L2 -> E3-L3 -> F3-L4
RIF,2.51,3,D1-L4,S+E,D1-L4 -> E2-L4 -> F3-L4
RIF,2.51,3,A2-L5,S+OUT,A2-L5 -> A3-L4 -> A4-L3
SCG,2.51,3,F4-L1,S+W,F4-L1 -> E5-L1 -> D6-L1
SWA,2.51,3,F5-L1,N+W+IN,F5-L1 -> E4-L2 -> D3-L3
SWA,2.51,3,B2-L6,S+E,B2-L6 -> C3-L6 -> D4-L6
TMA,2.51,3,E3-L6,N+OUT,E3-L6 -> E2-L5 -> E1-L4
TSO,2.51,3,D6-L4,N+W+OUT,D6-L4 -> C5-L3 -> B4-L2
WBO,2.51,3,E4-L2,S+W,E4-L2 -> D5-L2 -> C6-L2
AOR,2.50,3,D4-L2,N+E,D4-L2 -> E3-L2 -> F2-L2
ARL,2.50,3,F1-L2,IN,F1-L2 -> F1-L3 -> F1-L4
ARL,2.50,3,C5-L6,W+OUT,C5-L6 -> B5-L5 -> A5-L4
CCR,2.50,3,F3-L1,S+IN,F3-L1 -> F4-L2 -> F5-L3
FSM,2.50,3,A4-L3,S+E+OUT,A4-L3 -> B5-L2 -> C6-L1
BCL,2.49,3,D4-L1,S+E,D4-L1 -> E5-L1 -> F6-L1
ENA,2.49,3,A3-L6,S+E,A3-L6 -> B4-L6 -> C5-L6
ENI,2.49,3,E3-L5,S+W,E3-L5 -> D4-L5 -> C5-L5
ENI,2.49,3,E4-L5,W,E4-L5 -> D4-L5 -> C4-L5
GRC,2.49,3,D3-L4,N+W,D3-L4 -> C2-L4 -> B1-L4
KHA,2.49,3,C6-L4,N+W+OUT,C6-L4 -> B5-L3 -> A4-L2
LRA,2.49,3,F1-L4,OUT,F1-L4 -> F1-L3 -> F1-L2
LRA,2.49,3,A5-L4,E+IN,A5-L4 -> B5-L5 -> C5-L6
OOD,2.49,3,C1-L4,E+IN,C1-L4 -> D1-L5 -> E1-L6
SNO,2.49,3,C5-L4,N+E+OUT,C5-L4 -> D4-L3 -> E3-L2
TUS,2.49,3,E5-L4,IN,E5-L4 -> E5-L5 -> E5-L6
TORR,2.48,4,E6-L6,OUT,E6-L6 -> E6-L5 -> E6-L4 -> E6-L3
AOT,2.48,3,A4-L2,S+IN,A4-L2 -> A5-L3 -> A6-L4
AOT,2.48,3,B3-L3,S+OUT,B3-L3 -> B4-L2 -> B5-L1
AOT,2.48,3,D3-L3,S+W+OUT,D3-L3 -> C4-L2 -> B5-L1
EZE,2.48,3,A2-L4,S+IN,A2-L4 -> A3-L5 -> A4-L6
EZE,2.48,3,A4-L6,N+OUT,A4-L6 -> A3-L5 -> A2-L4
KAH,2.48,3,C4-L4,N+E+OUT,C4-L4 -> D3-L3 -> E2-L2
NSE,2.48,3,D4-L3,S+W+IN,D4-L3 -> C5-L4 -> B6-L5
NSE,2.48,3,A1-L4,S+OUT,A1-L4 -> A2-L3 -> A3-L2
TRC,2.48,3,F6-L4,N+OUT,F6-L4 -> F5-L3 -> F4-L2
OKIE,2.47,4,C4-L3,IN,C4-L3 -> C4-L4 -> C4-L5 -> C4-L6
ACU,2.47,3,D5-L3,IN,D5-L3 -> D5-L4 -> D5-L5
AII,2.47,3,B1-L2,E,B1-L2 -> C1-L2 -> D1-L2
AII,2.47,3,D3-L3,N+E+IN,D3-L3 -> E2-L4 -> F1-L5
AII,2.47,3,D6-L5,N+W,D6-L5 -> C5-L5 -> B4-L5
AII,2.47,3,C5-L6,N+W+OUT,C5-L6 -> B4-L5 -> A3-L4
EAD,2.47,3,A3-L2,E+IN,A3-L2 -> B3-L3 -> C3-L4
EOC,2.47,3,B3-L2,S+E+IN,B3-L2 -> C4-L3 -> D5-L4
EOC,2.47,3,E4-L5,N+W,E4-L5 -> D3-L5 -> C2-L5
KIL,2.47,3,C1-L1,E+IN,C1-L1 -> D1-L2 -> E1-L3
KIL,2.47,3,B6-L4,N,B6-L4 -> B5-L4 -> B4-L4
LEC,2.47,3,A4-L5,N+E,A4-L5 -> B3-L5 -> C2-L5
NII,2.47,3,F2-L4,W,F2-L4 -> E2-L4 -> D2-L4
NII,2.47,3,C1-L5,S+E+OUT,C1-L5 -> D2-L4 -> E3-L3
NII,2.47,3,E1-L5,S+OUT,E1-L5 -> E2-L4 -> E3-L3
NII,2.47,3,D4-L5,W,D4-L5 -> C4-L5 -> B4-L5
NII,2.47,3,D3-L6,S+W+OUT,D3-L6 -> C4-L5 -> B5-L4
OED,2.47,3,C4-L3,N+W+OUT,C4-L3 -> B3-L2 -> A2-L1
TSH,2.47,3,B5-L1,IN,B5-L1 -> B5-L2 -> B5-L3
TSH,2.47,3,A2-L6,E,A2-L6 -> B2-L6 -> C2-L6
NONI,2.46,4,C1-L5,E,C1-L5 -> D1-L5 -> E1-L5 -> F1-L5
CDO,2.46,3,C2-L5,S+OUT,C2-L5 -> C3-L4 -> C4-L3
CMG,2.46,3,F1-L6,S+W+OUT,F1-L6 -> E2-L5 -> D3-L4
CNR,2.46,3,B1-L4,E+IN,B1-L4 -> C1-L5 -> D1-L6
CNR,2.46,3,D5-L4,N+OUT,D5-L4 -> D4-L3 -> D3-L2
CNR,2.46,3,F1-L6,W+OUT,F1-L6 -> E1-L5 -> D1-L4
CWC,2.46,3,C2-L1,S,C2-L1 -> C3-L1 -> C4-L1
CWC,2.46,3,C4-L1,N,C4-L1 -> C3-L1 -> C2-L1
EBS,2.46,3,A3-L2,S+E+IN,A3-L2 -> B4-L3 -> C5-L4
GAC,2.46,3,D3-L4,S,D3-L4 -> D4-L4 -> D5-L4
GOS,2.46,3,D3-L4,S+W+OUT,D3-L4 -> C4-L3 -> B5-L2
RTP,2.46,3,D6-L6,E,D6-L6 -> E6-L6 -> F6-L6
SUC,2.46,3,D5-L6,OUT,D5-L6 -> D5-L5 -> D5-L4
SUO,2.46,3,D5-L6,E+OUT,D5-L6 -> E5-L5 -> F5-L4
TBR,2.46,3,E3-L1,S+W,E3-L1 -> D4-L1 -> C5-L1
TSC,2.46,3,E3-L1,S,E3-L1 -> E4-L1 -> E5-L1
WOH,2.46,3,E4-L2,N,E4-L2 -> E3-L2 -> E2-L2
CDF,2.45,3,D5-L4,N+E,D5-L4 -> E4-L4 -> F3-L4
DOF,2.45,3,D3-L1,E+IN,D3-L1 -> E3-L2 -> F3-L3
NIG,2.45,3,D4-L3,N+W+OUT,D4-L3 -> C3-L2 -> B2-L1
OHL,2.45,3,B6-L2,N+IN,B6-L2 -> B5-L3 -> B4-L4
POK,2.45,3,E2-L6,S+W+OUT,E2-L6 -> D3-L5 -> C4-L4
SDC,2.45,3,E2-L1,S+W,E2-L1 -> D3-L1 -> C4-L1
SDC,2.45,3,E4-L1,N+W,E4-L1 -> D3-L1 -> C2-L1
ONDO,2.44,4,C4-L2,E+IN,C4-L2 -> D4-L3 -> E4-L4 -> F4-L5
CER,2.44,3,B1-L4,IN,B1-L4 -> B1-L5 -> B1-L6
CER,2.44,3,B1-L4,S+IN,B1-L4 -> B2-L5 -> B3-L6
CER,2.44,3,C2-L5,W,C2-L5 -> B2-L5 -> A2-L5
CMI,2.44,3,B1-L4,E+OUT,B1-L4 -> C1-L3 -> D1-L2
DAA,2.44,3,D3-L1,S+IN,D3-L1 -> D4-L2 -> D5-L3
DTC,2.44,3,D3-L1,E,D3-L1 -> E3-L1 -> F3-L1
FAU,2.44,3,A4-L3,N+E,A4-L3 -> B3-L3 -> C2-L3
GUA,2.44,3,D3-L4,N+W+OUT,D3-L4 -> C2-L3 -> B1-L2
IHR,2.44,3,D2-L2,W,D2-L2 -> C2-L2 -> B2-L2
IHR,2.44,3,D2-L2,E,D2-L2 -> E2-L2 -> F2-L2
SPO,2.44,3,A1-L1,IN,A1-L1 -> A1-L2 -> A1-L3
TNS,2.44,3,E3-L6,S+W+OUT,E3-L6 -> D4-L5 -> C5-L4
TNS,2.44,3,E3-L6,S,E3-L6 -> E4-L6 -> E5-L6
UIC,2.44,3,C2-L3,S+OUT,C2-L3 -> C3-L2 -> C4-L1
WOD,2.44,3,C3-L6,OUT,C3-L6 -> C3-L5 -> C3-L4
ANP,2.43,3,D4-L2,N+W+IN,D4-L2 -> C3-L3 -> B2-L4
IBU,2.43,3,A3-L4,S+E+OUT,A3-L4 -> B4-L3 -> C5-L2
MIP,2.43,3,C1-L3,E+OUT,C1-L3 -> D1-L2 -> E1-L1
SCF,2.43,3,F5-L1,N+IN,F5-L1 -> F4-L2 -> F3-L3
ACTU,2.42,4,E5-L2,IN,E5-L2 -> E5-L3 -> E5-L4 -> E5-L5
ADN,2.42,3,B2-L3,S+E+IN,B2-L3 -> C3-L4 -> D4-L5
IBE,2.42,3,B5-L4,N+OUT,B5-L4 -> B4-L3 -> B3-L2
IFI,2.42,3,A5-L2,N+IN,A5-L2 -> A4-L3 -> A3-L4
IFI,2.42,3,A3-L4,S+OUT,A3-L4 -> A4-L3 -> A5-L2
OAN,2.42,3,A1-L3,S+E,A1-L3 -> B2-L3 -> C3-L3
OIG,2.42,3,F3-L2,W+IN,F3-L2 -> E3-L3 -> D3-L4
OIG,2.42,3,F4-L5,N,F4-L5 -> F3-L5 -> F2-L5
PUA,2.42,3,F6-L6,N+W+OUT,F6-L6 -> E5-L5 -> D4-L4
RWD,2.42,3,F5-L3,N+W+OUT,F5-L3 -> E4-L2 -> D3-L1
ELIO,2.41,4,E3-L5,OUT,E3-L5 -> E3-L4 -> E3-L3 -> E3-L2
AAF,2.41,3,F1-L2,S+IN,F1-L2 -> F2-L3 -> F3-L4
DRO,2.41,3,C3-L4,N,C3-L4 -> C2-L4 -> C1-L4
DRO,2.41,3,E1-L6,W,E1-L6 -> D1-L6 -> C1-L6
GSD,2.41,3,F1-L1,S+W,F1-L1 -> E2-L1 -> D3-L1
HCI,2.41,3,F4-L3,S+W,F4-L3 -> E5-L3 -> D6-L3
MRO,2.41,3,C1-L3,S+IN,C1-L3 -> C2-L4 -> C3-L5
ROR,2.41,3,D1-L4,IN,D1-L4 -> D1-L5 -> D1-L6
ROR,2.41,3,B1-L6,E,B1-L6 -> C1-L6 -> D1-L6
ROR,2.41,3,D1-L6,W,D1-L6 -> C1-L6 -> B1-L6
ROR,2.41,3,D1-L6,OUT,D1-L6 -> D1-L5 -> D1-L4
RUC,2.41,3,D3-L2,N+W+IN,D3-L2 -> C2-L3 -> B1-L4
TCC,2.41,3,D6-L4,N+E+OUT,D6-L4 -> E5-L3 -> F4-L2
UHC,2.41,3,C2-L3,OUT,C2-L3 -> C2-L2 -> C2-L1
BUSI,2.40,4,D5-L2,W,D5-L2 -> C5-L2 -> B5-L2 -> A5-L2
AIB,2.40,3,B2-L3,S+E+OUT,B2-L3 -> C3-L2 -> D4-L1
AIB,2.40,3,D3-L3,W+OUT,D3-L3 -> C3-L2 -> B3-L1
CSN,2.40,3,B6-L3,N+E,B6-L3 -> C5-L3 -> D4-L3
CSN,2.40,3,B6-L3,N+E+IN,B6-L3 -> C5-L4 -> D4-L5
CWT,2.40,3,E5-L3,N+OUT,E5-L3 -> E4-L2 -> E3-L1
FLS,2.40,3,A4-L3,N,A4-L3 -> A3-L3 -> A2-L3
IKA,2.40,3,C3-L2,N+E+IN,C3-L2 -> D2-L3 -> E1-L4
OSB,2.40,3,F2-L1,W,F2-L1 -> E2-L1 -> D2-L1
OSB,2.40,3,C4-L3,S+W+OUT,C4-L3 -> B5-L2 -> A6-L1
SOG,2.40,3,B5-L2,N+E+IN,B5-L2 -> C4-L3 -> D3-L4
SRO,2.40,3,E2-L1,S+W+IN,E2-L1 -> D3-L2 -> C4-L3
NOMI,2.39,4,C1-L5,OUT,C1-L5 -> C1-L4 -> C1-L3 -> C1-L2
BGC,2.39,3,B3-L1,N,B3-L1 -> B2-L1 -> B1-L1
BSI,2.39,3,D5-L2,W+IN,D5-L2 -> C5-L3 -> B5-L4
BSI,2.39,3,B4-L3,S+E,B4-L3 -> C5-L3 -> D6-L3
BSS,2.39,3,D4-L1,E,D4-L1 -> E4-L1 -> F4-L1
DNI,2.39,3,C3-L4,OUT,C3-L4 -> C3-L3 -> C3-L2
DPT,2.39,3,E1-L6,S,E1-L6 -> E2-L6 -> E3-L6
EEP,2.39,3,A3-L2,N,A3-L2 -> A2-L2 -> A1-L2
FFL,2.39,3,A4-L3,IN,A4-L3 -> A4-L4 -> A4-L5
ICR,2.39,3,C4-L5,S+E+OUT,C4-L5 -> D5-L4 -> E6-L3
IFL,2.39,3,A3-L4,S,A3-L4 -> A4-L4 -> A5-L4
IFL,2.39,3,A5-L5,N+OUT,A5-L5 -> A4-L4 -> A3-L3
MNC,2.39,3,E2-L5,W,E2-L5 -> D2-L5 -> C2-L5
NEF,2.39,3,D3-L6,E+OUT,D3-L6 -> E3-L5 -> F3-L4
OHS,2.39,3,A5-L3,E,A5-L3 -> B5-L3 -> C5-L3
OVR,2.39,3,C4-L3,N+W+IN,C4-L3 -> B3-L4 -> A2-L5
EIR,2.38,3,B3-L2,E,B3-L2 -> C3-L2 -> D3-L2
EIR,2.38,3,E4-L3,N,E4-L3 -> E3-L3 -> E2-L3
EIR,2.38,3,B3-L5,S,B3-L5 -> B4-L5 -> B5-L5
ELT,2.38,3,A6-L6,OUT,A6-L6 -> A6-L5 -> A6-L4
FLT,2.38,3,A4-L4,S,A4-L4 -> A5-L4 -> A6-L4
HCS,2.38,3,F4-L3,OUT,F4-L3 -> F4-L2 -> F4-L1
LIG,2.38,3,F1-L4,S+W,F1-L4 -> E2-L4 -> D3-L4
SCT,2.38,3,C5-L4,E,C5-L4 -> D5-L4 -> E5-L4
SIV,2.38,3,D5-L6,N+W+OUT,D5-L6 -> C4-L5 -> B3-L4
SONU,2.37,4,C5-L3,N,C5-L3 -> C4-L3 -> C3-L3 -> C2-L3
LDA,2.37,3,F5-L5,N+W+OUT,F5-L5 -> E4-L4 -> D3-L3
NOP,2.37,3,A1-L4,OUT,A1-L4 -> A1-L3 -> A1-L2
ONL,2.37,3,C1-L6,S+E+OUT,C1-L6 -> D2-L5 -> E3-L4
SHR,2.37,3,E2-L1,IN,E2-L1 -> E2-L2 -> E2-L3
SSU,2.37,3,C5-L4,OUT,C5-L4 -> C5-L3 -> C5-L2
STB,2.37,3,F4-L1,N+W,F4-L1 -> E3-L1 -> D2-L1
SEPA,2.36,4,B2-L6,OUT,B2-L6 -> B2-L5 -> B2-L4 -> B2-L3
AAT,2.36,3,D4-L2,S+IN,D4-L2 -> D5-L3 -> D6-L4
AAT,2.36,3,D4-L6,S+W,D4-L6 -> C5-L6 -> B6-L6
AAT,2.36,3,C5-L6,N+E,C5-L6 -> D4-L6 -> E3-L6
CAU,2.36,3,F4-L2,S+W,F4-L2 -> E5-L2 -> D6-L2
ERO,2.36,3,A1-L6,E,A1-L6 -> B1-L6 -> C1-L6
FAW,2.36,3,A4-L3,OUT,A4-L3 -> A4-L2 -> A4-L1
IOI,2.36,3,C3-L2,S+W,C3-L2 -> B4-L2 -> A5-L2
IOI,2.36,3,A5-L2,N+E,A5-L2 -> B4-L2 -> C3-L2
OOK,2.36,3,C4-L2,IN,C4-L2 -> C4-L3 -> C4-L4
RNG,2.36,3,D1-L6,S+OUT,D1-L6 -> D2-L5 -> D3-L4
TRL,2.36,3,B6-L6,N+OUT,B6-L6 -> B5-L5 -> B4-L4
AAD,2.35,3,D5-L3,N+OUT,D5-L3 -> D4-L2 -> D3-L1
BOH,2.35,3,D2-L1,S+E+IN,D2-L1 -> E3-L2 -> F4-L3
BOH,2.35,3,B3-L1,S+IN,B3-L1 -> B4-L2 -> B5-L3
DCT,2.35,3,D3-L1,S+W,D3-L1 -> C4-L1 -> B5-L1
IRR,2.35,3,D1-L2,IN,D1-L2 -> D1-L3 -> D1-L4
IRR,2.35,3,D2-L4,E+OUT,D2-L4 -> E2-L3 -> F2-L2
LPN,2.35,3,A3-L3,N+E+IN,A3-L3 -> B2-L4 -> C1-L5
LTA,2.35,3,F5-L5,W+OUT,F5-L5 -> E5-L4 -> D5-L3
WGC,2.35,3,A4-L1,E,A4-L1 -> B4-L1 -> C4-L1
BENG,2.34,4,A3-L1,E+IN,A3-L1 -> B3-L2 -> C3-L3 -> D3-L4
IHRE,2.34,4,D2-L2,W,D2-L2 -> C2-L2 -> B2-L2 -> A2-L2
CEI,2.34,3,E5-L3,N,E5-L3 -> E4-L3 -> E3-L3
COI,2.34,3,F4-L2,N+W,F4-L2 -> E3-L2 -> D2-L2
COI,2.34,3,C2-L5,S,C2-L5 -> C3-L5 -> C4-L5
DBM,2.34,3,D3-L1,N,D3-L1 -> D2-L1 -> D1-L1
GNR,2.34,3,D3-L4,N+IN,D3-L4 -> D2-L5 -> D1-L6
IRN,2.34,3,D2-L2,E+IN,D2-L2 -> E2-L3 -> F2-L4
OBC,2.34,3,C4-L3,S+E+OUT,C4-L3 -> D5-L2 -> E6-L1
ROL,2.34,3,C5-L1,N+W+IN,C5-L1 -> B4-L2 -> A3-L3
ROL,2.34,3,F5-L3,IN,F5-L3 -> F5-L4 -> F5-L5
RTG,2.34,3,B6-L1,N,B6-L1 -> B5-L1 -> B4-L1
PRIN,2.33,4,F6-L3,W,F6-L3 -> E6-L3 -> D6-L3 -> C6-L3
ACD,2.33,3,E6-L2,N+IN,E6-L2 -> E5-L3 -> E4-L4
ACN,2.33,3,D6-L5,N+OUT,D6-L5 -> D5-L4 -> D4-L3
EAN,2.33,3,E4-L3,S+W,E4-L3 -> D5-L3 -> C6-L3
EAN,2.33,3,C4-L6,E,C4-L6 -> D4-L6 -> E4-L6
ETL,2.33,3,A6-L3,IN,A6-L3 -> A6-L4 -> A6-L5
IRT,2.33,3,B5-L4,IN,B5-L4 -> B5-L5 -> B5-L6
NUC,2.33,3,C6-L3,N+OUT,C6-L3 -> C5-L2 -> C4-L1
NUC,2.33,3,C6-L3,E+OUT,C6-L3 -> D6-L2 -> E6-L1
OCK,2.33,3,B6-L2,IN,B6-L2 -> B6-L3 -> B6-L4
UAC,2.33,3,D6-L2,N+E,D6-L2 -> E5-L2 -> F4-L2
SDCC,2.32,4,E4-L1,N+W,E4-L1 -> D3-L1 -> C2-L1 -> B1-L1
AIO,2.32,3,D3-L3,N+IN,D3-L3 -> D2-L4 -> D1-L5
CDE,2.32,3,E5-L3,N+IN,E5-L3 -> E4-L4 -> E3-L5
CII,2.32,3,F4-L2,N+W+IN,F4-L2 -> E3-L3 -> D2-L4
CII,2.32,3,B6-L3,N+IN,B6-L3 -> B5-L4 -> B4-L5
CIL,2.32,3,F1-L6,OUT,F1-L6 -> F1-L5 -> F1-L4
DSG,2.32,3,D3-L1,N+E,D3-L1 -> E2-L1 -> F1-L1
ERK,2.32,3,B2-L5,E+OUT,B2-L5 -> C2-L4 -> D2-L3
ERK,2.32,3,A4-L6,S+E+OUT,A4-L6 -> B5-L5 -> C6-L4
ERK,2.32,3,A6-L6,N+E+OUT,A6-L6 -> B5-L5 -> C4-L4
ERN,2.32,3,A3-L6,N+OUT,A3-L6 -> A2-L5 -> A1-L4
IKO,2.32,3,C4-L5,OUT,C4-L5 -> C4-L4 -> C4-L3
RCR,2.32,3,D1-L4,S+W+IN,D1-L4 -> C2-L5 -> B3-L6
RCR,2.32,3,B3-L6,N+E+OUT,B3-L6 -> C2-L5 -> D1-L4
UAN,2.32,3,E5-L5,N+W+OUT,E5-L5 -> D4-L4 -> C3-L3
MASC,2.31,4,C6-L1,N+E,C6-L1 -> D5-L1 -> E4-L1 -> F3-L1
GNA,2.31,3,F2-L5,OUT,F2-L5 -> F2-L4 -> F2-L3
KUT,2.31,3,C4-L4,S+E+IN,C4-L4 -> D5-L5 -> E6-L6
LSO,2.31,3,A3-L3,N,A3-L3 -> A2-L3 -> A1-L3
NTP,2.31,3,D4-L5,S+E+OUT,D4-L5 -> E5-L4 -> F6-L3
NTP,2.31,3,E4-L6,N,E4-L6 -> E3-L6 -> E2-L6
OER,2.31,3,B4-L2,N,B4-L2 -> B3-L2 -> B2-L2
OER,2.31,3,F5-L4,N+W+OUT,F5-L4 -> E4-L3 -> D3-L2
OSE,2.31,3,C4-L2,S+W,C4-L2 -> B5-L2 -> A6-L2
OSE,2.31,3,C4-L3,S+IN,C4-L3 -> C5-L4 -> C6-L5
OSE,2.31,3,C1-L6,S+W,C1-L6 -> B2-L6 -> A3-L6
LANAI,2.30,5,A3-L3,E,A3-L3 -> B3-L3 -> C3-L3 -> D3-L3 -> E3-L3
SAUK,2.30,4,A2-L3,E,A2-L3 -> B2-L3 -> C2-L3 -> D2-L3
CGM,2.30,3,E6-L1,W,E6-L1 -> D6-L1 -> C6-L1
CTU,2.30,3,E5-L3,IN,E5-L3 -> E5-L4 -> E5-L5
IOL,2.30,3,A5-L2,IN,A5-L2 -> A5-L3 -> A5-L4
IOL,2.30,3,F3-L5,S,F3-L5 -> F4-L5 -> F5-L5
IOL,2.30,3,D2-L6,S+W+OUT,D2-L6 -> C3-L5 -> B4-L4
NDE,2.30,3,D4-L3,N+W+IN,D4-L3 -> C3-L4 -> B2-L5
RHA,2.30,3,D3-L2,N+W,D3-L2 -> C2-L2 -> B1-L2
RHA,2.30,3,D3-L2,N+E,D3-L2 -> E2-L2 -> F1-L2
AKC,2.29,3,D6-L5,W+OUT,D6-L5 -> C6-L4 -> B6-L3
CCT,2.29,3,F4-L2,S+W+IN,F4-L2 -> E5-L3 -> D6-L4
EEO,2.29,3,A2-L2,S+E,A2-L2 -> B3-L2 -> C4-L2
EEO,2.29,3,A1-L6,E+OUT,A1-L6 -> B1-L5 -> C1-L4
EEO,2.29,3,A3-L6,N+E+OUT,A3-L6 -> B2-L5 -> C1-L4
EET,2.29,3,A6-L2,IN,A6-L2 -> A6-L3 -> A6-L4
EET,2.29,3,A4-L6,N,A4-L6 -> A3-L6 -> A2-L6
ERH,2.29,3,A2-L2,E,A2-L2 -> B2-L2 -> C2-L2
ERH,2.29,3,A4-L6,N+E,A4-L6 -> B3-L6 -> C2-L6
FAH,2.29,3,A4-L4,N+E+OUT,A4-L4 -> B3-L3 -> C2-L2
IHE,2.29,3,D1-L2,S+W,D1-L2 -> C2-L2 -> B3-L2
IRO,2.29,3,C3-L2,E,C3-L2 -> D3-L2 -> E3-L2
IRO,2.29,3,D6-L3,E+IN,D6-L3 -> E6-L4 -> F6-L5
KAW,2.29,3,C6-L4,N+E+OUT,C6-L4 -> D5-L3 -> E4-L2
LII,2.29,3,A4-L5,E,A4-L5 -> B4-L5 -> C4-L5
RRB,2.29,3,B6-L1,N+E,B6-L1 -> C5-L1 -> D4-L1
SOK,2.29,3,F4-L1,N+W+IN,F4-L1 -> E3-L2 -> D2-L3
UDI,2.29,3,C2-L3,S+IN,C2-L3 -> C3-L4 -> C4-L5
UDI,2.29,3,E5-L5,N+OUT,E5-L5 -> E4-L4 -> E3-L3
VIOL,2.28,4,A5-L1,IN,A5-L1 -> A5-L2 -> A5-L3 -> A5-L4
AAB,2.28,3,B2-L3,S,B2-L3 -> B3-L3 -> B4-L3
GWB,2.28,3,B2-L1,S+E,B2-L1 -> C3-L1 -> D4-L1
GWB,2.28,3,B4-L1,N+E,B4-L1 -> C3-L1 -> D2-L1
NGE,2.28,3,C3-L3,E+IN,C3-L3 -> D3-L4 -> E3-L5
NGE,2.28,3,A1-L4,IN,A1-L4 -> A1-L5 -> A1-L6
NGE,2.28,3,F2-L4,IN,F2-L4 -> F2-L5 -> F2-L6
TPD,2.28,3,E3-L6,N,E3-L6 -> E2-L6 -> E1-L6
AAI,2.27,3,D4-L2,N+IN,D4-L2 -> D3-L3 -> D2-L4
AAI,2.27,3,E5-L2,N+W,E5-L2 -> D4-L2 -> C3-L2
AAI,2.27,3,D4-L4,N+OUT,D4-L4 -> D3-L3 -> D2-L2
AUK,2.27,3,B2-L3,E,B2-L3 -> C2-L3 -> D2-L3
CTD,2.27,3,F3-L1,W,F3-L1 -> E3-L1 -> D3-L1
GEC,2.27,3,D3-L4,S+E+OUT,D3-L4 -> E4-L3 -> F5-L2
IGO,2.27,3,E3-L3,W+IN,E3-L3 -> D3-L4 -> C3-L5
TLE,2.27,3,A6-L4,IN,A6-L4 -> A6-L5 -> A6-L6
CIOS,2.26,4,C2-L1,S+IN,C2-L1 -> C3-L2 -> C4-L3 -> C5-L4
EIRE,2.26,4,B3-L5,S,B3-L5 -> B4-L5 -> B5-L5 -> B6-L5
RICS,2.26,4,E2-L3,W+IN,E2-L3 -> D2-L4 -> C2-L5 -> B2-L6
AIL,2.26,3,E1-L4,S,E1-L4 -> E2-L4 -> E3-L4
AIL,2.26,3,D4-L6,W+OUT,D4-L6 -> C4-L5 -> B4-L4
BRM,2.26,3,A3-L1,N+E+IN,A3-L1 -> B2-L2 -> C1-L3
BRM,2.26,3,A6-L1,E,A6-L1 -> B6-L1 -> C6-L1
IOR,2.26,3,D6-L3,W+OUT,D6-L3 -> C6-L2 -> B6-L1
IOR,2.26,3,B5-L4,N+E+OUT,B5-L4 -> C4-L3 -> D3-L2
IOR,2.26,3,F3-L5,S+OUT,F3-L5 -> F4-L4 -> F5-L3
IOU,2.26,3,C3-L2,S,C3-L2 -> C4-L2 -> C5-L2
ITL,2.26,3,D2-L6,S+E,D2-L6 -> E3-L6 -> F4-L6
KAA,2.26,3,C4-L4,S+E+OUT,C4-L4 -> D5-L3 -> E6-L2
NIF,2.26,3,F3-L6,OUT,F3-L6 -> F3-L5 -> F3-L4
NNE,2.26,3,C1-L5,S+E,C1-L5 -> D2-L5 -> E3-L5
NSO,2.26,3,C6-L3,N,C6-L3 -> C5-L3 -> C4-L3
OKO,2.26,3,E3-L2,N+W+IN,E3-L2 -> D2-L3 -> C1-L4
OKO,2.26,3,C1-L4,S+E+OUT,C1-L4 -> D2-L3 -> E3-L2
RCW,2.26,3,C5-L1,N,C5-L1 -> C4-L1 -> C3-L1
RCW,2.26,3,E6-L4,N+OUT,E6-L4 -> E5-L3 -> E4-L2
RDC,2.26,3,D1-L6,E,D1-L6 -> E1-L6 -> F1-L6
UIT,2.26,3,D6-L2,IN,D6-L2 -> D6-L3 -> D6-L4
VIO,2.26,3,A5-L1,IN,A5-L1 -> A5-L2 -> A5-L3
HOAR,2.25,4,B5-L3,N+E,B5-L3 -> C4-L3 -> D3-L3 -> E2-L3
OFFI,2.25,4,F3-L2,IN,F3-L2 -> F3-L3 -> F3-L4 -> F3-L5
EKA,2.25,3,B3-L5,S+E+OUT,B3-L5 -> C4-L4 -> D5-L3
FOC,2.25,3,F3-L3,OUT,F3-L3 -> F3-L2 -> F3-L1
FOC,2.25,3,A4-L3,E+OUT,A4-L3 -> B4-L2 -> C4-L1
KHE,2.25,3,C4-L4,S+W+OUT,C4-L4 -> B5-L3 -> A6-L2
LIO,2.25,3,E1-L3,S+W+IN,E1-L3 -> D2-L4 -> C3-L5
LIO,2.25,3,E3-L4,N+W,E3-L4 -> D2-L4 -> C1-L4
LIO,2.25,3,E3-L4,OUT,E3-L4 -> E3-L3 -> E3-L2
LIO,2.25,3,A6-L5,N+E+OUT,A6-L5 -> B5-L4 -> C4-L3
MLE,2.25,3,E2-L5,S+OUT,E2-L5 -> E3-L4 -> E4-L3
PUI,2.25,3,B2-L4,E+OUT,B2-L4 -> C2-L3 -> D2-L2
USI,2.25,3,C5-L2,W,C5-L2 -> B5-L2 -> A5-L2
BIAN,2.24,4,D4-L1,N+W+IN,D4-L1 -> C3-L2 -> B2-L3 -> A1-L4
IANA,2.24,4,E3-L3,W,E3-L3 -> D3-L3 -> C3-L3 -> B3-L3
